"gender","age","race","state","agency_responsible","congressional_district_113","latitude","longitude","congressperson_party","pop_total_census_tract","pop_white_census_tract","pop_black_census_tract","pop_asian_census_tract","pop_pacific_islander_census_tract","pop_native_american_census_tract"
"Male",17,"White","MN","Carver County Sheriff's Office","MN3",44.89042,-93.584671,"Democrat",2570,"94%","1%","3%","0%","0%"
"Male",40,"White","OR","Lane County Sheriff's Office","OR4",43.795112,-123.015695,"Democrat",939,"96%","0%","4%","0%","0%"
"Male",34,"Hispanic","CA","Los Banos Police Department","CA16",37.062746,-120.845829,"Democrat",556,"100%","0%","0%","0%","0%"
"Male",22,"Hispanic","NV","Las Vegas Metropolitan Police Department","NV1",36.163573,-115.124465,"Democrat",791,"26%","34%","9%","0%","0%"
"Male",40,"White","TX","Garland Police Department","TX32",32.866323,-96.53788,"Democrat",1261,"52%","44%","0%","0%","0%"
"Male",53,"White","FL","Miami-Dade Police Department","FL24",25.888726,-80.281399,"Democrat",4061,"25%","75%","0%","0%","0%"
"Male",21,"White","WY","Casper Police Department","WY0",42.829572,-106.353781,"Republican",1676,"98%","0%","0%","0%","0%"
"Male",34,"White","AZ","Tucson Police Department","AZ2",32.222258,-110.766497,"Democrat",1863,"95%","2%","2%","0%","0%"
"Male",41,"White","ND","Grand Forks Police Department","ND0",47.898537,-97.0584,"Republican",1503,"92%","4%","0%","0%","3%"
"Male",52,"White","FL","Jacksonville Sheriff's Office","FL4",30.44349,-81.627164,"Republican",1673,"68%","24%","0%","0%","0%"
"Male",62,"Asian","KY","Louisville Metro Police Department","KY3",38.17493,-85.761193,"Democrat",1592,"33%","33%","34%","0%","0%"
"Male",55,"White","FL","Lake County Sheriff's Office","FL6",28.856424,-81.681571,"Republican",660,"68%","12%","0%","0%","0%"
"Male",26,"White","ND","Devils Lake Police Department","ND0",48.106172,-98.843136,"Republican",1537,"92%","0%","0%","0%","4%"
"Male",38,"White","CA","""Calaveras County Sheriff's Office, California Highway Patrol""","CA4",38.191322,-120.607271,"Republican",2117,"88%","0%","0%","0%","0%"
"Male",52,"White","IL","Kane County Sheriff's Office","IL6",41.985564,-88.29861,"Democrat",3686,"92%","2%","4%","0%","0%"
"Male",32,"Native American","CO","Pueblo Police Department","CO3",38.245925,-104.613578,"Republican",742,"81%","0%","8%","0%","0%"
"Male",41,"Native American","OK","Lawton Police Department","OK4",34.626836,-98.410132,"Republican",895,"71%","20%","0%","0%","0%"
"Male",33,"Black","IL","Chicago Police Department","IL7",41.8856,-87.743187,"Democrat",813,"7%","79%","0%","0%","0%"
"Male",24,"White","KS","Wichita Police Department","KS4",37.717699,-97.467907,"Republican",2295,"90%","0%","3%","0%","2%"
"Male",40,"Black","NC","Fayetteville Police Department","NC8",35.044734,-78.97283,"Republican",2006,"40%","51%","1%","0%","1%"
"Male",33,"White","ID","Meridian Police Department","ID1",43.586154,-116.295098,"Republican",3693,"89%","0%","4%","0%","1%"
"Male",26,"White","IA","Panora Police Department","IA3",41.692665,-94.371096,"Democrat",1355,"94%","2%","0%","0%","0%"
"Male",46,"Black","CA","Santa Ana Police Department","CA46",33.751776,-117.878872,"Democrat",2022,"67%","0%","29%","0%","0%"
"Male",33,"White","TN","Lawrenceburg Police Department","TN7",35.274076,-87.317012,"Republican",995,"97%","3%","0%","0%","0%"
"Male",36,"White","AK","Alaska State Troopers","AK0",64.810522,-147.425395,"Republican",2788,"78%","10%","1%","0%","8%"
"Male",36,"Hispanic","CO","Aurora Police Department","CO6",39.726058,-104.821048,"Democrat",2440,"54%","36%","0%","0%","1%"
"Male",56,"White","MI","Waterford Township Police Department","MI11",42.690005,-83.345659,"Democrat",1355,"80%","3%","1%","0%","6%"
"Male",27,"Black","CA","""Pomona Police Department, California State University Police Department""","CA39",34.04982,-117.824168,"Republican",1862,"45%","10%","33%","0%","0%"
"Male",54,"White","FL","Pasco County Sheriff's Office","FL12",28.286416,-82.143647,"Republican",1384,"99%","1%","0%","0%","0%"
"Female",34,"White","GA","Glynn County Police Department","GA1",31.429768,-81.377177,"Republican",1753,"67%","33%","0%","0%","0%"
"Male",36,"White","AR","Arkansas State Police","AR3",35.281422,-93.138194,"Republican",1491,"79%","9%","5%","0%","0%"
"Male",39,"White","GA","Glynn County Police Department","GA1",31.429768,-81.377177,"Republican",1753,"67%","33%","0%","0%","0%"
"Male",36,"White","FL","South Daytona Police Department","FL6",29.158527,-81.01631,"Republican",1167,"98%","0%","2%","0%","0%"
"Male",39,"Black","CO","Aurora Police Department","CO6",39.739628,-104.884215,"Democrat",1332,"30%","53%","12%","0%","0%"
"Male",29,"White","TX","""Mesquite Police Department, Garland Police Department""","TX5",32.868686,-96.671081,"Republican",1857,"27%","60%","10%","0%","0%"
"Male",18,"Hispanic","TX","Galveston Police Department","TX14",29.283832,-94.823752,"Republican",1553,"84%","8%","1%","0%","5%"
"Male",30,"White","MS","Grenada County Sheriff's Office","MS2",33.735472,-89.819182,"Democrat",2460,"35%","64%","0%","0%","0%"
"Male",47,"White","OR","""Coos Bay Police Department, Confederated Tribes of the Umatilla Indian Reservation, Oregon State Police""","OR4",43.357839,-124.217098,"Democrat",1266,"86%","0%","1%","0%","1%"
"Male",48,"White","ID","Meridian Police Department","ID1",43.622999,-116.403703,"Republican",13272,"93%","3%","2%","0%","0%"
"Male",30,"Black","MN","Minneapolis Police Department","MN5",45.040459,-93.29106,"Democrat",1032,"37%","35%","17%","0%","0%"
"Male",32,"Pacific Islander","HI","Honolulu Police Department","HI2",21.680278,-158.035927,"Democrat",2196,"81%","0%","9%","3%","0%"
"Male",25,"Black","LA","Monroe Police Department","LA5",32.491879,-92.096769,"Republican",1105,"2%","98%","0%","0%","0%"
"Male",32,"Black","NJ","Atlantic City Police Department","NJ2",39.367919,-74.435393,"Republican",829,"0%","93%","0%","0%","2%"
"Male",31,"White","VA","Harrisonburg Police Department","VA6",38.4324,-78.843026,"Republican",1504,"76%","22%","0%","0%","0%"
"Male",20,"White","NY","Albany Police Department","NY20",42.667437,-73.777928,"Democrat",1269,"34%","61%","3%","0%","0%"
"Male",37,"White","OH","Fairfield Police Department","OH8",39.31243,-84.564788,"Republican",2412,"82%","15%","3%","0%","0%"
"Male",33,"Black","GA","Kingsland Police Department","GA1",30.800264,-81.689024,"Republican",1220,"25%","75%","1%","0%","0%"
"Male",55,"White","NM","Quay County Sheriff's Office","NM3",35.166437,-103.732727,"Democrat",744,"72%","28%","0%","0%","0%"
"Male",21,"Black","GA","DeKalb County Police Department","GA4",33.753335,-84.189035,"Democrat",2400,"7%","89%","3%","0%","0%"
"Male",65,"White","GA","Forsyth County Sheriff's Office","GA7",34.23104,-84.23105,"Democrat",2553,"81%","3%","8%","0%","0%"
"Male",30,"White","OH","Springfield Police Department","OH16",40.990311,-81.463069,"Republican",1329,"99%","0%","1%","0%","0%"
"Male",33,"Black","NJ","Trenton Police Department","NJ12",40.210571,-74.754177,"Democrat",1355,"31%","66%","0%","0%","0%"
"Male",32,"Hispanic","CA","Los Angeles Police Department","CA29",34.187197,-118.444481,"Democrat",1767,"48%","22%","22%","0%","0%"
"Female",49,"White","CA","Los Angeles Police Department","CA29",34.187197,-118.444481,"Democrat",1767,"48%","22%","22%","0%","0%"
"Male",37,"Black","NY","Warwick Police Department","NY18",41.259314,-74.359878,"Democrat",1116,"98%","2%","0%","0%","0%"
"Male",47,"Hispanic","NM","Albuquerque Police Department","NM1",35.075952,-106.621738,"Democrat",713,"94%","0%","0%","0%","6%"
"Male",40,"White","IL","Nokomis Police Department","IL13",39.307446,-89.288655,"Republican",1168,"97%","0%","0%","0%","0%"
"Male",29,"Hispanic","GA","Hall County Sheriff's Office","GA9",34.282382,-83.857583,"Republican",2634,"50%","45%","0%","0%","0%"
"Male",34,"White","MO","Kansas City Police Department","MO5",39.099433,-94.58688,"Democrat",1846,"88%","6%","1%","0%","1%"
"Female",28,"White","MO","Kansas City Police Department","MO5",39.162842,-94.53154,"Democrat",550,"70%","11%","0%","0%","0%"
"Male",33,"Black","MO","Kansas City Police Department","MO5",39.099433,-94.58688,"Democrat",1846,"88%","6%","1%","0%","1%"
"Male",40,"Hispanic","WA","Redmond Police Department","WA1",47.732463,-122.17416,"Democrat",1730,"75%","6%","10%","0%","2%"
"Male",32,"Black","LA","Carencro Police Department","LA3",30.311947,-92.037223,"Republican",1649,"70%","29%","0%","0%","1%"
"Male",29,"Black","CO","Denver Police Department","CO1",39.740158,-104.9804,"Democrat",1938,"87%","12%","1%","0%","0%"
"Male",21,"White","FL","Eustis Police Department","FL6",28.839641,-81.684901,"Republican",1132,"85%","15%","0%","0%","0%"
"Female",63,"White","OH","Butler County Sheriff's Office","OH8",39.486152,-84.451494,"Republican",1278,"99%","2%","0%","0%","0%"
"Male",22,"Black","DC","DC Metropolitan Police Department","DC98",38.838168,-77.006025,"Democrat",2298,"6%","94%","0%","0%","0%"
"Male",34,"White","AZ","Phoenix Police Department","AZ7",33.487397,-112.07649,"Democrat",684,"91%","0%","0%","0%","9%"
"Male",32,"White","NJ","New Jersey State Police","NJ5",41.025543,-74.917323,"Democrat",1547,"96%","2%","1%","0%","0%"
"Male",26,"Black","GA","Walton County Sheriff's Office","GA10",33.894594,-83.751644,"Republican",5056,"92%","4%","1%","0%","0%"
"Male",34,"Black","IL","Danville Police Department","IL15",40.134819,-87.638459,"Republican",1184,"60%","35%","0%","0%","0%"
"Male",20,"Hispanic","CA","Whittier Police Department","CA38",33.981543,-118.02438,"Democrat",4088,"56%","6%","25%","1%","1%"
"Male",41,"Black","MD","Montgomery County Police Department","MD8",39.005886,-77.013407,"Democrat",904,"49%","47%","0%","0%","0%"
"Male",49,"White","TX","Temple Police Department","TX31",31.077709,-97.372239,"Republican",1605,"31%","62%","8%","0%","0%"
"Female",36,"Black","NJ","Deptford Township Police Department","NJ1",39.83923,-75.096838,"Democrat",4221,"64%","22%","14%","0%","0%"
"Male",34,"Hispanic","CA","Los Angeles Police Department","CA34",34.05052,-118.21669,"Democrat",546,"28%","5%","68%","0%","0%"
"Male",47,"White","NJ","New Jersey State Police","NJ5",41.01604,-75.073501,"Democrat",1490,"90%","2%","2%","0%","2%"
"Male",33,"White","NM","U.S. Marshals Service","NM1",35.069035,-106.638465,"Democrat",2407,"40%","34%","20%","0%","0%"
"Male",28,"Black","IN","U.S. Bureau of Alcohol Tobacco Firearms and Explosives","IN1",41.600774,-87.323632,"Democrat",528,"0%","100%","0%","0%","0%"
"Male",47,"White","OH","Delaware County Sheriff's Office","OH12",40.343334,-82.852089,"Republican",3046,"98%","0%","0%","0%","0%"
"Male",67,"White","GA","Troup County Sheriff's Office","GA3",32.983367,-84.987818,"Republican",1787,"86%","9%","2%","0%","0%"
"Male",34,"White","CA","Tehama County Sheriff's Office","CA1",40.155046,-122.220423,"Republican",1039,"88%","0%","0%","0%","4%"
"Male",43,"Hispanic","NY","Nassau County Police Department","NY4",40.666511,-73.563427,"Democrat",1175,"91%","0%","9%","0%","0%"
"Male",24,"Black","IL","Chicago Police Department","IL7",41.809529,-87.619178,"Democrat",1415,"0%","95%","5%","0%","0%"
"Male",55,"Hispanic","TX","Pearland Police Department","TX22",29.570864,-95.286008,"Republican",3977,"73%","16%","11%","0%","0%"
"Male",40,"White","MO","Springfield Police Department","MO7",37.235723,-93.307001,"Republican",1416,"99%","0%","0%","0%","0%"
"Male",20,"White","NC","New Hanover County Sheriff's Office","NC7",34.285473,-77.836208,"Republican",6385,"81%","11%","3%","0%","0%"
"Male",34,"Hispanic","CA","Riverside County Sheriff's Department","CA41",34.012884,-117.481807,"Democrat",1997,"85%","0%","6%","0%","2%"
"Male",32,"Hispanic","OK","Chickasha Police Department","OK4",35.195008,-97.953268,"Republican",1461,"91%","0%","0%","0%","2%"
"Male",39,"Black","GA","Bibb County Sheriff's Office","GA2",32.871556,-83.66186,"Democrat",715,"79%","20%","1%","0%","0%"
"Male",55,"Pacific Islander","HI","Honolulu Police Department","HI1",21.380073,-158.025379,"Democrat",2155,"1%","0%","85%","12%","0%"
"Male",38,"Hispanic","CA","Torrance Police Department","CA43",33.850064,-118.351812,"Democrat",1355,"58%","0%","38%","0%","0%"
"Male",21,"Hispanic","FL","Polk County Sheriff's Office","FL9",28.024185,-81.716257,"Democrat",787,"83%","17%","0%","0%","0%"
"Male",42,"Black","NC","Salisbury Police Department","NC13",35.90778,-80.075626,"Republican",2680,"93%","2%","0%","0%","1%"
"Female",46,"White","CA","Fullerton Police Department","CA39",33.874427,-117.898665,"Republican",645,"77%","0%","23%","0%","0%"
"Male",23,"Black","FL","Miami-Dade Police Department","FL26",25.459984,-80.48016,"Republican",1485,"0%","100%","0%","0%","0%"
"Male",51,"Hispanic","CA","Stanislaus County Sheriff's Office","CA10",37.739721,-120.94008,"Democrat",602,"92%","0%","0%","0%","0%"
"Male",34,"Native American","AZ","Phoenix Police Department","AZ6",33.571376,-112.12251,"Republican",1434,"59%","18%","0%","0%","14%"
"Male",19,"White","UT","Cottonwood Heights Police Department","UT3",40.630005,-111.827813,"Republican",1769,"91%","0%","7%","0%","0%"
"Male",67,"White","CO","U.S. Bureau of Land Management","CO3",39.331434,-106.985021,"Republican",2241,"92%","8%","0%","0%","0%"
"Male",51,"White","TX","Hardin County Sheriff's Office","TX36",30.371471,-94.172466,"Republican",1476,"96%","4%","0%","0%","0%"
"Male",35,"Hispanic","TX","Lubbock Police Department","TX19",33.566079,-101.865302,"Republican",997,"99%","0%","0%","0%","0%"
"Male",29,"Hispanic","TX","Dumas Police Department","TX13",35.868781,-101.96803,"Republican",1254,"88%","4%","2%","0%","0%"
"Male",57,"White","TX","Stagecoach Police Department","TX8",30.144135,-95.713461,"Republican",4778,"92%","2%","1%","2%","1%"
"Male",31,"White","CO","Morgan County Sheriff's Office","CO4",40.261026,-103.770237,"Republican",1017,"99%","0%","0%","0%","2%"
"Male",30,"White","FL","Marion County Sheriff's Office","FL3",29.381535,-82.125226,"Republican",2119,"42%","51%","1%","0%","0%"
"Female",20,"Hispanic","TX","U.S. Customs and Border Patrol","TX28",27.365019,-99.487794,"Democrat",1556,"100%","0%","0%","0%","0%"
"Male",25,"White","WI","Fox Crossing Police Department","WI6",44.206915,-88.471905,"Republican",1351,"97%","1%","0%","0%","0%"
"Female",31,"White","IL","Gurnee Police Department","IL14",42.363716,-87.896227,"Democrat",1162,"79%","6%","5%","0%","0%"
"Male",46,"Black","FL","Leon County Sheriff's Office","FL2",30.465561,-84.178869,"Republican",1909,"83%","8%","1%","0%","0%"
"Male",49,"Hispanic","TX","Mathis Police Department","TX34",28.098751,-97.834618,"Democrat",737,"72%","28%","0%","0%","0%"
"Male",47,"Black","AR","West Memphis Police Department","AR1",35.15523,-90.14639,"Republican",1594,"4%","81%","0%","0%","0%"
"Male",45,"White","FL","West Melbourne Police Department","FL8",28.077416,-80.659609,"Republican",1970,"93%","2%","5%","0%","0%"
"Male",36,"White","KY","Kentucky State Police","KY5",36.85298,-83.341365,"Republican",530,"99%","1%","0%","0%","0%"
"Male",36,"Hispanic","CO","Pueblo County Sheriff's Office","CO3",38.273729,-104.491161,"Republican",1448,"99%","0%","0%","0%","0%"
"Male",77,"White","NV","Douglas County Sheriff's Office","NV2",39.093472,-119.771836,"Republican",2240,"96%","0%","2%","1%","0%"
"Male",59,"White","OH","""Belmont County Sheriff's Office, Martins Ferry Police Department, Bridgeport Police Department""","OH6",40.099671,-80.740745,"Republican",699,"98%","0%","0%","0%","0%"
"Male",34,"White","FL","Seminole County Sheriff's Office","FL7",28.754814,-81.352001,"Democrat",2338,"58%","16%","9%","1%","0%"
"Male",54,"White","ME","Maine State Police","ME2",44.167673,-70.072925,"Democrat",1752,"94%","0%","0%","0%","0%"
"Male",24,"Black","MD","Prince George's County Police Department","MD5",38.769588,-76.883093,"Democrat",3050,"11%","85%","0%","0%","0%"
"Male",20,"White","MI","Royal Oak Police Department","MI9",42.481524,-83.127374,"Democrat",876,"90%","0%","7%","0%","0%"
"Male",29,"Black","VA","Portsmouth Police Department","VA3",36.814869,-76.367556,"Democrat",1835,"31%","49%","0%","0%","0%"
"Male",36,"White","LA","Tangipahoa Parish Sheriff's Office","LA5",30.775901,-90.284328,"Republican",1794,"89%","12%","0%","0%","0%"
"Male",24,"Native American","ID","Blackfoot Police Department","ID2",43.179822,-112.356327,"Republican",1282,"87%","0%","0%","0%","13%"
"Male",51,"White","IN","Evansville Police Department","IN8",37.998858,-87.547393,"Republican",1591,"99%","0%","0%","0%","2%"
"Male",33,"White","LA","Bossier Parish Sheriff's Office","LA4",32.487665,-93.503577,"Republican",2384,"54%","43%","1%","0%","1%"
"Male",46,"White","TN","Morristown Police Department","TN1",36.201896,-83.273094,"Republican",1891,"84%","7%","0%","0%","0%"
"Male",33,"White","PA","Lower Burrell Police Department","PA14",40.582829,-79.729002,"Republican",2697,"99%","0%","0%","0%","0%"
"Male",30,"Black","MS","Jackson Police Department","MS2",32.25358,-90.253814,"Democrat",1596,"4%","96%","0%","0%","0%"
"Male",65,"White","PA","Manheim Township Police Department","PA11",40.076543,-76.298386,"Republican",1571,"85%","3%","9%","0%","0%"
"Male",48,"White","AR","Sebastian County Sheriff's Office","AR3",35.198495,-94.355352,"Republican",2053,"87%","0%","0%","0%","2%"
"Male",32,"Hispanic","FL","Orlando Police Department","FL7",28.549159,-81.349531,"Democrat",668,"95%","5%","1%","0%","0%"
"Female",49,"Hispanic","AZ","Yuma Police Department","AZ3",32.721103,-114.62124,"Democrat",1496,"66%","20%","1%","0%","12%"
"Male",26,"White","OK","Tulsa Police Department","OK1",36.104291,-95.882793,"Republican",2155,"52%","22%","4%","0%","6%"
"Male",50,"White","WI","Appleton Police Department","WI8",44.261751,-88.367964,"Republican",1444,"87%","6%","5%","0%","1%"
"Male",39,"White","OK","Oklahoma Highway Patrol","OK5",35.238375,-96.670781,"Republican",936,"77%","9%","0%","0%","5%"
"Male",32,"Black","GA","College Park Police Department","GA5",33.655253,-84.495045,"Democrat",1005,"2%","96%","0%","0%","0%"
"Male",25,"Hispanic","CA","Los Angeles Police Department","CA40",34.004018,-118.26765,"Democrat",1722,"0%","100%","0%","0%","0%"
"Female",21,"White","MO","Aurora MO Police Department","MO7",36.969356,-93.737312,"Republican",869,"97%","0%","0%","0%","0%"
