grade,age,gender,live,times moved,now living,time work,time no adult,time friend,time school act,time noschool act,time reading,time church,time HW,time excersize,time fruit,30 smoke,30 5drinks,30dr driving,30 cig,30cigars,30drink,30marijuana,30glue,30meth,30coke,30amph,30prescription,30counter,30chew,30steroid,30barbituates,pride,truth,values drug,responsibility,friends,fix problems,decision,excite,hard work,Pop cig,Pop drink,Pop marijuana,Pop otherdrug,safe,best school,talk adult,grades,home rules,home happy,home al drug,home close,home talk,home support,home know,home chores,home wrong,home praise,Wpdrink,N safe,
6th,12,Male,"In a small city or town, less than 5,000 population",None,with a parent/s,0 hours,11 or more hours,1-2 hours,1-2 hours,1-2 hours,1-2 hours,0 hours,1-2 hours,2,1 time per day,-1,0 days,I don't drive,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,Have never used,Have never used,Have never used,Agree,Strongly agree,Strongly disagree,Agree,Agree,Agree,Disagree,Strongly disagree,Strongly agree,A lot less popular,A lot less popular,A lot less popular,A lot less popular,Strongly agree,Strongly agree,Strongly agree,Average,Agree,Strongly agree,Disagree,Strongly agree,Strongly agree,Strongly agree,Often,Never,Always,Never,.,.,
6th,12,Male,"In a large city over 30,000 population",Once,with a parent/s,0 hours,0 hours,1-2 hours,0 hours,1-2 hours,0 hours,1-2 hours,1-2 hours,7,I did not eat fruit and/or vegetables during the past 7 days,"I have never tried cigarette smoking, not even a few puffs",0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,Have never used,Have never used,Have never used,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Strongly disagree,Strongly agree,A lot less popular,A lot less popular,A lot less popular,A lot less popular,Strongly agree,Strongly agree,Strongly agree,Average,Agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Always,Always,Often,Sometimes,Very wrong,Strongly agree,
6th,12,Male,"In a medium sized city, 5,000-30,000 population",Once,with a parent/s,0 hours,1-2 hours,1-2 hours,0 hours,1-2 hours,0 hours,1-2 hours,1-2 hours,7,2 times per day,"I have never tried cigarette smoking, not even a few puffs",0 days,I don't drive,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,Have never used,Have never used,Have never used,Strongly disagree,Strongly agree,Strongly disagree,Agree,Strongly agree,Agree,Agree,Disagree,Strongly agree,A lot less popular,A lot less popular,A lot less popular,.,Strongly agree,Strongly agree,.,Above average,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,-1,Always,Always,-1,Very wrong,Strongly agree,
6th,12,Male,On a farm,None,with a parent/s,0 hours,3-5 hours,1-2 hours,0 hours,0 hours,1-2 hours,1-2 hours,3-5 hours,4,1 time per day,"I have never tried cigarette smoking, not even a few puffs",0 days,I don't drive,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,Have never used,Have never used,Have never used,Agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,A lot less popular,A lot less popular,A lot less popular,A lot less popular,Agree,Strongly agree,Strongly agree,Above average,Strongly agree,Strongly agree,Strongly disagree,Agree,Strongly agree,Strongly agree,Often,Often,Often,Sometimes,Very wrong,Strongly agree,
6th,12,Male,"In the country, but not on a farm",None,with a parent/s,0 hours,1-2 hours,0 hours,1-2 hours,3-5 hours,0 hours,1-2 hours,0 hours,1,2 times per day,"I have never tried cigarette smoking, not even a few puffs",0 days,I don't drive,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,Have never used,Have never used,Have never used,Strongly disagree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Agree,Strongly disagree,Strongly agree,A lot less popular,A lot less popular,A lot less popular,A lot less popular,Strongly agree,Strongly agree,Strongly agree,Excellent,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Always,Always,Always,Always,Very wrong,Strongly agree,
6th,12,Male,"In a small city or town, less than 5,000 population",None,with a parent/s,0 hours,1-2 hours,3-5 hours,3-5 hours,1-2 hours,1-2 hours,1-2 hours,6-10 hours,6,4 times per day,"I have never tried cigarette smoking, not even a few puffs",0 days,I don't drive,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,Have never used,Have never used,Have never used,Strongly disagree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Agree,Strongly agree,A lot less popular,A lot less popular,A lot less popular,A lot less popular,Agree,Strongly agree,Agree,Excellent,Strongly agree,Agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Always,Sometimes,Often,Sometimes,Very wrong,Agree,
8th,12,Male,"In a small city or town, less than 5,000 population",Three times,with a parent/s,0 hours,1-2 hours,1-2 hours,0 hours,1-2 hours,1-2 hours,1-2 hours,3-5 hours,3,2 times per day,"I have never tried cigarette smoking, not even a few puffs",0 days,I don't drive,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,Have never used,Have never used,Have never used,Agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Agree,Agree,Strongly disagree,Strongly agree,Wouldnt change my popularity,Wouldnt change my popularity,Wouldnt change my popularity,Wouldnt change my popularity,Disagree,Strongly agree,Strongly agree,Average,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Always,Always,Always,Always,Very wrong,Agree,
8th,12,Male,"In a small city or town, less than 5,000 population",Four times or more,with a parent/s,-1,-1,-1,1-2 hours,-1,-1,3-5 hours,1-2 hours,5,Less than 1 time per day,"I have never tried cigarette smoking, not even a few puffs",0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,Have never used,Have never used,Have never used,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Strongly agree,Strongly agree,Strongly agree,A lot less popular,A lot less popular,A lot less popular,A lot less popular,Strongly agree,Strongly agree,Strongly agree,Excellent,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Always,Never,Never,Never,Very wrong,Strongly agree,
8th,12,Male,"In the country, but not on a farm",Twice,with a parent/s,3-5 hours,11 or more hours,1-2 hours,6-10 hours,11 or more hours,0 hours,1-2 hours,1-2 hours,7,2 times per day,I did not smoke cigarettes during the past 30 days,0 days,0 days,0 days,0 days,0 days,1-2 days,0 days,0 days,0 days,0 days,0 days,0 days,Have never used,Have never used,Have never used,Strongly disagree,Disagree,Strongly agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Agree,Wouldnt change my popularity,Wouldnt change my popularity,Wouldnt change my popularity,Wouldnt change my popularity,Strongly agree,Agree,Strongly agree,.,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Sometimes,Always,Always,Always,Very wrong,Agree,
6th,12,Female,"In a small city or town, less than 5,000 population",None,with a parent/s,3-5 hours,6-10 hours,1-2 hours,0 hours,6-10 hours,3-5 hours,3-5 hours,3-5 hours,6,3 times per day,"I have never tried cigarette smoking, not even a few puffs",0 days,I don't drive,0 days,0 days,1-2 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,Have never used,Have never used,Have never used,Strongly disagree,Disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Strongly agree,Strongly agree,Less popular,Wouldnt change my popularity,A lot less popular,A lot less popular,Agree,Strongly agree,Strongly agree,Excellent,Agree,Strongly agree,Disagree,Strongly agree,Strongly agree,Strongly agree,Always,Always,Often,Always,Wrong,Agree,
6th,12,Male,"In the country, but not on a farm",Four times or more,with a parent/s,1-2 hours,3-5 hours,1-2 hours,1-2 hours,1-2 hours,3-5 hours,1-2 hours,3-5 hours,7,5 or more times per day,I did not smoke cigarettes during the past 30 days,1 day,0 days,0 days,0 days,1-2 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,Have never used,Have never used,Have never used,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Strongly agree,Strongly agree,.,.,.,.,Agree,Strongly agree,Strongly agree,Average,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Always,Always,Always,Often,Dont know,Disagree,
6th,12,Male,"In a small city or town, less than 5,000 population",None,-1,0 hours,3-5 hours,1-2 hours,0 hours,1-2 hours,0 hours,0 hours,1-2 hours,3,I did not eat fruit and/or vegetables during the past 7 days,"I have never tried cigarette smoking, not even a few puffs",1 day,0 days,0 days,0 days,1-2 days,0 days,1-2 days,0 days,0 days,0 days,0 days,0 days,Have never used,Have never used,Have never used,Disagree,Agree,Disagree,Strongly agree,Strongly agree,Agree,Strongly disagree,Strongly agree,Strongly agree,Wouldnt change my popularity,Wouldnt change my popularity,Wouldnt change my popularity,Wouldnt change my popularity,Disagree,Strongly agree,Agree,Excellent,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Often,Always,Always,Often,A little wrong,Agree,
6th,12,Female,"In a small city or town, less than 5,000 population",Four times or more,with a parent/s,3-5 hours,3-5 hours,0 hours,3-5 hours,0 hours,-1,0 hours,6-10 hours,2,5 or more times per day,I did not smoke cigarettes during the past 30 days,3 to 5 days,0 days,0 days,0 days,3-5 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,Have never used,Have never used,Have never used,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Disagree,Disagree,Strongly agree,Strongly agree,A lot less popular,A lot less popular,A lot less popular,A lot less popular,Disagree,Agree,Strongly agree,Average,Agree,Disagree,Strongly disagree,Agree,Strongly agree,Agree,Always,Never,Always,Always,A little wrong,Disagree,
6th,12,Male,"In a medium sized city, 5,000-30,000 population",-1,-1,1-2 hours,11 or more hours,1-2 hours,3-5 hours,11 or more hours,3-5 hours,0 hours,1-2 hours,6,3 times per day,-1,3 to 5 days,0 days,0 days,0 days,3-5 days,0 days,0 days,0 days,0 days,0 days,1-2 days,0 days,Have never used,Have never used,Have never used,Strongly disagree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Strongly agree,A lot less popular,Wouldnt change my popularity,A lot less popular,A lot less popular,Strongly agree,Strongly agree,Strongly agree,Excellent,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Often,Often,Often,Always,Wrong,Strongly agree,
6th,12,Female,"In a large city over 30,000 population",None,with a parent/s,0 hours,11 or more hours,11 or more hours,0 hours,0 hours,0 hours,1-2 hours,6-10 hours,7,2 times per day,"I have never tried cigarette smoking, not even a few puffs",0 days,I don't drive,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,Have never used,Have never used,Have never used,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Strongly agree,A lot less popular,A lot less popular,A lot less popular,A lot less popular,Strongly agree,Strongly agree,Strongly agree,Excellent,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Always,Always,Always,Always,Very wrong,Strongly agree,
6th,12,Female,"In a medium sized city, 5,000-30,000 population",None,with a parent/s,0 hours,3-5 hours,1-2 hours,0 hours,1-2 hours,0 hours,0 hours,1-2 hours,5,3 times per day,-1,0 days,I don't drive,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,Have never used,Have never used,Have never used,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Disagree,Agree,Strongly disagree,Strongly agree,A lot less popular,A lot less popular,A lot less popular,A lot less popular,Agree,Agree,Agree,Above average,Agree,Agree,Strongly disagree,Strongly agree,Strongly disagree,Agree,Always,Always,Often,Often,Very wrong,Agree,
6th,12,Female,"In a large city over 30,000 population",Twice,with a parent/s,0 hours,6-10 hours,0 hours,1-2 hours,1-2 hours,0 hours,0 hours,0 hours,5,5 or more times per day,"I have never tried cigarette smoking, not even a few puffs",0 days,I don't drive,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,Have never used,Have never used,Have never used,Disagree,Strongly disagree,Strongly agree,Strongly agree,Disagree,Agree,Disagree,Agree,Strongly disagree,A lot less popular,A lot less popular,A lot less popular,A lot less popular,Strongly agree,Strongly agree,Strongly agree,Excellent,Strongly agree,Agree,Strongly agree,Disagree,Strongly disagree,Strongly disagree,Never,Always,Always,Sometimes,Very wrong,Strongly agree,
6th,12,Female,"In a small city or town, less than 5,000 population",Four times or more,with a parent/s,3-5 hours,1-2 hours,1-2 hours,0 hours,0 hours,0 hours,1-2 hours,0 hours,7,5 or more times per day,1 cigarette per day,3 to 5 days,1 to 2 days,3-5 days,1-2 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,3-5 days,Have never used,Have never used,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,A lot more popular,A lot more popular,Wouldnt change my popularity,Wouldnt change my popularity,Strongly disagree,Strongly disagree,Strongly disagree,Failing,Strongly disagree,.,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Never,Never,Never,Never,Not wrong at all,Strongly disagree,
6th,12,Female,"In the country, but not on a farm",Once,with a parent/s,0 hours,1-2 hours,0 hours,0 hours,0 hours,11 or more hours,0 hours,3-5 hours,2,1 time per day,"I have never tried cigarette smoking, not even a few puffs",0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,Have never used,Have never used,Have never used,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly disagree,Agree,Strongly disagree,Strongly agree,Wouldnt change my popularity,Wouldnt change my popularity,Wouldnt change my popularity,Wouldnt change my popularity,Strongly disagree,Strongly agree,Strongly agree,Average,Strongly agree,Agree,Strongly disagree,Strongly agree,Strongly disagree,Agree,Always,Often,Sometimes,Often,Very wrong,Strongly agree,
6th,12,Female,"In a medium sized city, 5,000-30,000 population",None,with a parent/s,0 hours,1-2 hours,6-10 hours,1-2 hours,0 hours,3-5 hours,1-2 hours,3-5 hours,5,1 time per day,"I have never tried cigarette smoking, not even a few puffs",0 days,I don't drive,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,Have never used,Have never used,Have never used,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Strongly agree,A lot less popular,A lot less popular,A lot less popular,A lot less popular,Agree,Strongly agree,Strongly agree,Excellent,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Always,Always,Always,Always,Very wrong,Strongly agree,
6th,12,Female,"In a medium sized city, 5,000-30,000 population",Twice,with a parent/s,0 hours,0 hours,1-2 hours,6-10 hours,6-10 hours,11 or more hours,1-2 hours,3-5 hours,1,1 time per day,"I have never tried cigarette smoking, not even a few puffs",0 days,I don't drive,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,Have never used,Have never used,Have never used,Strongly disagree,Agree,Strongly agree,Agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,A lot less popular,A lot less popular,A lot less popular,A lot less popular,Strongly agree,Disagree,Strongly agree,Average,Disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Always,Always,Always,Always,Very wrong,Agree,
6th,12,Male,"In a medium sized city, 5,000-30,000 population",None,-1,0 hours,3-5 hours,0 hours,0 hours,0 hours,0 hours,1-2 hours,6-10 hours,0,I did not eat fruit and/or vegetables during the past 7 days,"I have never tried cigarette smoking, not even a few puffs",0 days,-1,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,Have never used,Have never used,Have never used,Agree,Agree,Strongly agree,Agree,Strongly disagree,Strongly disagree,Disagree,Agree,Disagree,Wouldnt change my popularity,Wouldnt change my popularity,Wouldnt change my popularity,Wouldnt change my popularity,Strongly disagree,Agree,Strongly disagree,Failing,Agree,Disagree,Strongly disagree,Agree,Strongly disagree,Disagree,Sometimes,Sometimes,Often,Sometimes,Wrong,Disagree,
